50 0.0048529999
25 0.0094232
16.666668 0.013727399
12.5 0.0177816
10 0.021600001
8.333334 0.025196398
7.1428571 0.0285838
6.25 0.031776
5.5555553 0.034783203
5 0.037618
4.5454545 0.040288601
4.166667 0.042806398
3.846154 0.045180198
3.5714285 0.047417998
3.3333332 0.04953
3.125 0.051520001
2.9411764 0.053400401
2.7777777 0.055173598
2.6315789 0.056848001
2.5 0.058432002
2.3809524 0.059925601
2.2727272 0.061340403
2.173913 0.062675007
2.0833335 0.063935995
2 0.065135002
1.923077 0.066263601
1.8518518 0.067332603
1.7857143 0.068348005
1.724138 0.069309995
1.6666666 0.070224002
1.6129032 0.071089201
1.5625 0.071904004
1.5151515 0.072685801
1.4705882 0.073426403
1.4285715 0.074122995
1.3888888 0.074793607
1.3513514 0.075428195
1.3157895 0.076030403
1.2820513 0.0766038
1.25 0.077150397
1.2195122 0.077670395
1.1904762 0.078167044
1.1627907 0.078639261
1.1363636 0.079089999
1.1111112 0.079520397
1.0869565 0.079930522
1.0638298 0.080322064
1.0416668 0.080696635
1.0204081 0.081053846
1 0.081395999
0.98039216 0.081723422
0.96153849 0.082035191
0.94339627 0.082334436
0.92592591 0.082621075
0.90909088 0.082896002
0.89285713 0.083158881
0.87719297 0.083410382
0.86206901 0.083651073
0.84745765 0.08388266
0.83333331 0.084105603
0.81967211 0.084317863
0.80645162 0.084522121
0.79365081 0.084718615
0.78125 0.084907524
0.76923078 0.085087597
0.75757575 0.085262761
0.74626863 0.085429028
0.7352941 0.085590236
0.72463769 0.085744925
0.71428573 0.085892797
0.70422536 0.086036377
0.69444442 0.086173922
0.68493152 0.086304978
0.67567569 0.086433478
0.66666669 0.086556003
0.65789473 0.086673446
0.64935064 0.086786702
0.64102566 0.086896673
0.63291138 0.087002702
0.625 0.087104
0.61728394 0.087201364
0.60975611 0.087295562
0.60240966 0.087385714
0.59523809 0.087474242
0.58823526 0.087558508
0.58139533 0.087639168
0.57471263 0.087716877
0.56818181 0.087792315
0.56179774 0.087866142
0.55555558 0.087935395
0.54945052 0.088002466
0.54347825 0.088067919
0.53763443 0.088130519
0.53191489 0.088190801
0.52631581 0.088249296
0.52083337 0.088306554
0.51546389 0.088359244
0.51020408 0.088411681
0.50505048 0.088462442
0.5 0.088509999
0.49504951 0.088556796
0.49019608 0.088601284
0.48543692 0.08864592
0.48076925 0.08868704
0.47619051 0.088727094
0.47169814 0.088764399
0.46728969 0.088801451
0.46296296 0.088838644
0.45871559 0.08887206
0.45454544 0.088904202
0.45045045 0.08893542
0.44642857 0.088966079
0.44247788 0.088996537
0.43859649 0.089024879
0.43478262 0.089051396
0.43103451 0.089076392
0.42735043 0.089100182
0.42372882 0.089125395
0.42016804 0.089147665
